tweetId	authorId	coordinates	date	text
1117827444139089922	812696186	null	2019-04-15 18:30:05	Gracias por compartir 😊
1117827448966721536	14671354	null	2019-04-15 18:30:06	@SenshiMoon Las películas nos las montamos nosotros, y si puede estar Natalie Wood en ellas siempre es mucho mejor ; ) Va a ser un éxito TODO 😍
1117827461419548672	366633608	null	2019-04-15 18:30:09	Campo muy jodido en butarque no ha ganado ni el farsa ni los indios x eso no podemos fallar y ahi k conseguir los 3 puntos importantisimos. compromiso concentración sin cometer errores morir en el campo presión muy alta movilidad rapida tirar desde lejos suerte y ganar halamadrid
1117827506168578048	3040519509	null	2019-04-15 18:30:20	"Foto de #Portada del @diarioas (15-04-19): Zidane: ""Hay muchos jugadores aquí para hacer caja""  🗞📰 #portadaAS #LeganésRealMadrid ・ ・ ・ #CDLeganés #RMFans #football #soccer #cover #frontpage #fútbol #calcio #PrimaPagina #футбол #足球 #축구 #fussball #futebol #Canon #DiarioAS https://t.co/uA6fbxJwFD"
1117827517312917507	247659262	null	2019-04-15 18:30:23	Vaya. A este señor periodista la Gene no ha conseguido comprarlo con viajes, comidas, hoteles, titis, regalos y dinero.
1117827518319480833	1259978400	null	2019-04-15 18:30:23	@WillyTolerdoo @marubimo Es subnormal total. Yo la mandaba de vuelta a su país de origen a ver si allí pedía derechos para las mujeres también.
1117827557448196096	322726138	null	2019-04-15 18:30:32	#SalvameOkupaFinal se convierte en Pekín Express en su recta final.
1117827574216970241	67174925	null	2019-04-15 18:30:36	@lucassousa19 Uis que poco humor, yo no he criticado que os guste la serie, solo que hoy parecía que no existía nada más en el mundo y me he sentido 😓
1117827640835084290	3169668634	null	2019-04-15 18:30:52	"🌈 Seguro que alguna vez has escuchado los comentarios de ""cada uno en su casa que haga lo que quiera"" o ""no, no soy homófobo, si tengo amigos gays"". Pues es homofobia, con todas las letras. En la tolerancia no caben peros, la diversidad es riqueza. #Sanse https://t.co/zil07rc7df"
1117827650142261248	71060694	null	2019-04-15 18:30:54	749 seguidores en Facebook tiene el partido de Gaspar Llamazares, que se presenta a las generales. En esto consiste la fragmentación de la izquierda. Qué pena todo
1117827674775412736	1105868303497658369	null	2019-04-15 18:31:00	Si tuviera un euro por cada consejo que he dado ya tendría casa aquí en Madrid, una no tan grande pero por lo menos de tres habitaciones.😔
1117827675920506880	769312953476710400	null	2019-04-15 18:31:00	@John96952719 @navedelmisterio @carmenporter_ @geoestratego @Diego_FDM @EnriquedeVicent Miedo a la exclusión, ser políticamente correctos..eso es lo que nos hace vivir sin encarar la verdad .
1117827683889700864	78070701	null	2019-04-15 18:31:02	@TiodeCapaNegra @Javiwild Y viven felices
1117827689782620168	353141486	null	2019-04-15 18:31:04	Estoy empanadisima
1117827701841244166	2371806641	null	2019-04-15 18:31:07	@Pablo_Iglesias_ Claro que sí PABLO.
1117827709982343168	958548236	null	2019-04-15 18:31:08	@Jowi_96 Estaremos a las 22? Yo las que más quiero ver son las de Camp Rock, y la de HSM2
1117827731251716096	954849579920494598	null	2019-04-15 18:31:14	Yo no quiero hacer lo correcto, pa esa mierda ya no tengo tiempo
1117827732128391169	234056102	null	2019-04-15 18:31:14	Esta noche a las 22:45h en @La1_tve el cuarto capítulo de #Monteperdido! Yo no me lo pierdo📺! @DloMagnolia @rtve #MonteperdidoTVE #ficcion #television #tv 🎥🤔👇
1117827753322209280	4823862063	null	2019-04-15 18:31:19	@JuanMa_Moreno @LaPazdeFatima Ay Juanma, me anonadas con tus cositas. Eres el pelele más grande de la historia de España. Jose Luis Moreno Aznar manejándote cual Macario.
1117827799807594496	2305145167	null	2019-04-15 18:31:30	@jalamoedu Es que es un problema de concepto; asociamos a nuevo con mejor y muchas veces se corresponde, pero no siempre.  Innovar, experimentar con nuevos métodos me parece loable además de necesario, pero ha de constatarse seriamente que esa novedad merece la pena, si no. A otra cosa
1117827808951250944	1061181689802776576	null	2019-04-15 18:31:32	@Betsy_Bur @Gab_mdez Ya veo te la dejo ir jajajajajajajaja
1117827897153216513	1096126800508477441	null	2019-04-15 18:31:53	Qué era lo que decía Forrest Gump? Pues eso. #28Abril
1117827897941688323	2371806641	null	2019-04-15 18:31:53	@pejotacebe @Pablo_Iglesias_ Pués nada .
1117827943152128000	3207760737	null	2019-04-15 18:32:04	Gran reportaje.
1117828009342513152	1061181689802776576	null	2019-04-15 18:32:20	@CarePicaroSV Y el pito que lo hiciste? Jajajajaa
1117828079987167232	769312953476710400	null	2019-04-15 18:32:37	@RamonaDiazpav Felíz Lunes Moni cielo 😘😘🙋‍♀️🌷🌷 https://t.co/rsb9jWkXYl
1117828082134671361	15022080	null	2019-04-15 18:32:37	@lopez_vallet Jajajaja... ¡Es el tapado de esta convocatoria!!
