tweetId	authorId	coordinates	date	text	lemmatizedText
1117887831454535682	401287423	null	2019-04-15 22:30:03	Me duele el corazón	yo doler el corazón
1117887843311837184	2893647965	null	2019-04-15 22:30:05	Es una imagen terrible...	ser uno imagen terrible
1117887858939969536	196246394	null	2019-04-15 22:30:09	@aschapire Me cuesta pensar, teniendo en cuenta la tecnología actual, de que lo de Notre Dame haya sido un accidente.	@aschapire yo costar pensar tener en cuenta el tecnología actual de que el de notre damar haber ser uno accidente
1117887876757250048	240648120	[-3.71194444, 40.36861111]	2019-04-15 22:30:13	Hoy 3 TRISTES TIGRES, es decir, @chicabonetphoto, roberalvarezp y un servidor hemos estado trabajando en algo que podréis ver muy pronto!  De momento, os invito a seguirnos en… https://t.co/svE1I1GLQc	@chicabonetphoto hoy triste tigre ser decir roberalvarezp uno servidor haber estar trabajar en algo que poder ver mucho pronto de momento tú invitar seguirno en
1117887886362337280	459627181	[-3.5798, 40.4732]	2019-04-15 22:30:16	@PPBarajas en Campaña, explicando a los vecinos el programa electoral que llevará a pablocasadoblanco a la Moncloa #ilusionporespaña en Barajas, Madrid, Spain https://t.co/YbEIOjF81D	@ppbarajas #ilusionporespaña en campaña explicar el vecino el programa electoral que llevar pablocasadoblanco el moncloa en baraja madrid spain
1117887891030437889	2802013735	null	2019-04-15 22:30:17	@becarioenhoth Me encanta!!	@becarioenhoth yo encantar
1117887903055663105	161224770	null	2019-04-15 22:30:20	@Omarovic10 @tjcope Cierto	@omarovic10 @tjcope cierto
1117887903042981889	91385621	null	2019-04-15 22:30:20	Esto es básicamente lo que más me duele :(	este ser básicamente el que más yo doler
1117887914480820225	715780902417252352	null	2019-04-15 22:30:22	@TeoGarciaEgea @ja_vive Qué no han debido de robar lo suficiente y están cabreados, pero desde hace 100 años 🤷‍♀️🤷‍♀️🤷‍♀️🤷‍♀️😂😂😂😂	@teogarciaegea @ja_vive qué no haber deber de robar el suficiente estar cabreado pero desde hacer 100 año 🤷‍♀️🤷‍♀️🤷‍♀️🤷‍♀️😂😂😂😂
1117887917194485761	150243129	[-3.5551, 40.4232]	2019-04-15 22:30:23	Mañana llega una gran sorpresa de la mano de monmrr que estamos deseando enseñaros 😍✨ en Coslada, Madrid, Spain https://t.co/C16he37i2i	mañana llegar uno gran sorpresa de el mano de monmrr que estar desear enseñaro 😍 en coslado madrid spain
1117887917823877120	405650854	null	2019-04-15 22:30:23	Marcelo ya no está ni para el corazón classic match	marcelo ya no estar ni para el corazón classic match
1117887923636953088	2261931685	[-3.70648, 40.41713]	2019-04-15 22:30:25	Chicas entrada libre con copa hasta las 00:30 . Entrada libre o 2x15 hasta las 2:00. 1x12 o 2x15 de 2 a cierre  •Chicos: 1x12 o 2x15 hasta las 2:00 y Reducida… https://t.co/2j1o3Eoq1b	chica entrada libre con copa hasta el 00:30 entrada libre 2x15 hasta el 2:00 1x12 2x15 de cierre •chicos 1x12 2x15 hasta el 2:00 reducido
