tweetId	authorId	coordinates	date	text	lemmatizedText
1122515826668703744	2509144397	null	2019-04-28 17:00:03	@cifre_toni A roncero solo le queda 🏀 los datos de ZZ peores los otros 😆	@cifre_toni roncero solo él quedar el dato de zz peor el otro
1122515835631874048	116049574	null	2019-04-28 17:00:05	Que momento para estar vivo. Somos de premier #AlwaysABlade #MadeInSteel. https://t.co/G7hRQMFMrT	#alwaysablade #madeinsteel que momento para estar vivo ser de premer
1122515841197723648	2490330582	null	2019-04-28 17:00:06	@GarciaChicoLuis Tu lo que eres es poco listo. No quería faltarte el respeto. Lo siento.	@garciachicoluis tu el que ser ser poco listo no querer faltarte el respeto él sentir
1122515848235765766	1616501376	null	2019-04-28 17:00:08	@espidifen600mg @AnabelAlonso_of Que estupideces llegan a decir algunos cuando les faltan argumentos. ...	@espidifen600mg @anabelalonso_of que estupidez llegar decir alguno cuando él faltar argumento
1122515863301529601	724161964780457985	[-3.66666667, 40.5]	2019-04-28 17:00:11	EXCLUSIVA!! Termino el GP de la f1 en bakucitycircuit #F1 #AzerbaijanGP  #Motorsports #Formula1 LAP 51/51. El Piloto de Mercedes-AMG valtteribottas no puede estar más… https://t.co/JuE3AGDqIf	#f1 #azerbaijangp #motorsports #formula1 exclusivo terminar el gp de el f1 en bakucitycircuit lap 51/51 el piloto de mercedes-amg valtteribotta no poder estar más
1122515876870225920	1034738746111995904	null	2019-04-28 17:00:15	Selma Blair nos ayuda a comprender la profundidad con la que impacta la enfermedad, obligándonos a mirar hacia lo importante y a levantar la voz a pesar de los síntomas. #esclerosismúltiple #resiliencia #existencial #psicología https://t.co/Npt4UBmRG0	#esclerosismúltiple #resiliencia #existencial #psicología selma blair yo ayudar comprender el profundidad con el que impactar el enfermedad obligándono mirar hacia el importante levantar el voz pesar de el síntoma
1122515882926845953	402334697	null	2019-04-28 17:00:16	@InesBarriocanal Si, jeje. Pero nótese que le he puesto una cinta de Blizzard. 😊	@inesbarriocanal si jeje pero nótese que él haber poner uno cinta de blizzard
1122515886189969408	44657511	null	2019-04-28 17:00:17	@leberardo1 Lo he preguntado muchas veces y no hay respuesta positiva. Antes se quemaba y de mostraba. Ahora son capaces de incautarla y venderla.	@leberardo1 él haber preguntar mucho vez no haber respuesta positivo antes él quemar de mostraba ahora ser capaz de i v
1122515904884088832	1884398202	null	2019-04-28 17:00:21	@jose_lito_1 ¡Qué montón de disgustos! Jajajaja	@jose_lito_1 qué montón de disgusto jajajajo
1122515919719337988	921853189	null	2019-04-28 17:00:25	Esto es alucinante!!!	este ser alucinante
1122515930205040640	889362696	null	2019-04-28 17:00:27	@AntonioRNaranjo @pandugar Donde narices está la justicia???	@antoniornaranjo @pandugar donde nariz estar el justicia
1122515952191574017	2260335067	null	2019-04-28 17:00:32	RUGBY 🏉 | Ayer se celebró en el Central de @unicomplutense la final #CopaRugby2019 entre @AlcobendasRugby y @FCBRugby ganando los primeros en un emocionante partido.  El equipo arbitral: 🙆‍♂️ Félix Villegas 🚩 Manuel Aguiar 🚩 Eduardo Francés  📸 @revista22 y @LuzFierroGarcia https://t.co/Tdyw1meMBf	@unicomplutense #coparugby2019 @alcobendasrugby @fcbrugby @revista22 @luzfierrogarcia rugby ayer se celebrar en el central de el final entre ganar el primero en uno emocionante partido el equipo arbitral 🙆‍♂️ félix villegas manuel aguiar eduardo francés
1122515956251668480	933367438003134465	null	2019-04-28 17:00:33	@MariconDeEspana Quiero expresarte mi más enérgico apoyo. Eres un ejemplo a seguir para cualquier persona. Sigue ese camino. Soy votante de vox y que defiende la libertad sexual y la libertad ideológica de cada uno. Miguel eres un verdadero crack. Ánimo y a decir siempre lo q piensas. Un saludo	@maricondeespana querer expresartir mi más enérgico apoyo ser uno ejemplo seguir para cualquiera persona seguir ese camino ser votante de vox que defender el libertad sexual el libertad ideológico de cada uno miguel ser uno verdadero crack ánimo decir siempre él pensar uno saludo
1122515956650135552	106146278	null	2019-04-28 17:00:34	Me pasa:	yo pasar
1122515993560014851	969365504824610817	null	2019-04-28 17:00:42	Bah, el City tiene la Premier más que sentenciada	bah el city tener el premier más que sentenciado
1122516018079969280	209017541	null	2019-04-28 17:00:48	Vamos Geta hostia que nos lo estan poniendo en bandeja. No ma cagueis	ir geta hostio que yo él estar poner en bandeja no mar cagueis
1122516033871466498	1455039001	null	2019-04-28 17:00:52	@JL_SR2015 DI Q SI.CON DOS COJONES.YO TAMBIEN VOTE A UNIDAS PODEMOS.POR NUESTROS HIJOS.Q TENGA UNA VIDA MAS FACIL.Y CON TRABAJO Q NO FALTE.PARA NADIE.	@jl_sr2015 dar si con dos cojón yo tambien vote unido poder por nuestro hijo tener uno vida mas facil con trabajo no faltar para nadie
1122516062921220096	510111492	null	2019-04-28 17:00:59	@OvidioCordero El día es largo. He estado reflexionando 🤔	@ovidiocordero el día ser largo haber estar reflexionar
1122516138255110144	974025367	null	2019-04-28 17:01:17	Me estoy cagando😅	yo estar cagando
1122516139026911233	240365447	null	2019-04-28 17:01:17	El Chelsea tuvo opciones hasta el descuento, pero Lyon-Barcelona será la final de la Champions. Vaya 18 de mayo... #futfem #UWCL	#futfem #uwcl el chelsea tener opción hasta el descuento pero lyon-barcelono ser el final de el champions ir 18 de mayo
1122516140993990657	177978233	null	2019-04-28 17:01:18	@pinguliber Ahora mismo Cs puede robarle mucho al pp	@pinguliber ahora mismo cs poder robarle mucho al pp
